class,path,name,rank,cves
payloads,payloads/stagers/osx/ppc/bind_tcp,"Bind TCP Stager",,
payloads,payloads/stagers/bsdi/x86/reverse_tcp,"Reverse TCP Stager",,
payloads,payloads/stagers/bsdi/x86/bind_tcp,"Bind TCP Stager",,
payloads,payloads/stagers/bsd/x86/bind_ipv6_tcp,"Bind TCP Stager (IPv6)",,
payloads,payloads/stagers/bsd/x86/find_tag,"Find Tag Stager",,
payloads,payloads/stagers/bsd/x86/reverse_tcp,"Reverse TCP Stager",,
payloads,payloads/stagers/bsd/x86/bind_tcp,"Bind TCP Stager",,
payloads,payloads/stagers/bsd/x86/reverse_ipv6_tcp,"Reverse TCP Stager (IPv6)",,
payloads,payloads/stagers/linux/riscv32le/reverse_tcp,"Reverse TCP Stager",,
payloads,payloads/stagers/linux/riscv32le/bind_tcp,"Bind TCP Stager",,
payloads,payloads/stagers/linux/aarch64/reverse_tcp,"Reverse TCP Stager",,
payloads,payloads/stagers/linux/riscv64le/reverse_tcp,"Reverse TCP Stager",,
payloads,payloads/stagers/linux/riscv64le/bind_tcp,"Bind TCP Stager",,
payloads,payloads/stagers/linux/mipsle/reverse_tcp,"Reverse TCP Stager",,
payloads,payloads/stagers/linux/x64/reverse_tcp,"Reverse TCP Stager",,
payloads,payloads/stagers/linux/x64/reverse_sctp,"Reverse SCTP Stager",,
payloads,payloads/stagers/linux/x64/bind_tcp,"Bind TCP Stager",,
payloads,payloads/stagers/linux/mipsbe/reverse_tcp,"Reverse TCP Stager",,
payloads,payloads/stagers/linux/x86/reverse_tcp_uuid,"Reverse TCP Stager",,
payloads,payloads/stagers/linux/x86/bind_ipv6_tcp,"Bind IPv6 TCP Stager (Linux x86)",,
payloads,payloads/stagers/linux/x86/find_tag,"Find Tag Stager",,
payloads,payloads/stagers/linux/x86/reverse_nonx_tcp,"Reverse TCP Stager",,
payloads,payloads/stagers/linux/x86/reverse_tcp,"Reverse TCP Stager",,
payloads,payloads/stagers/linux/x86/bind_tcp_uuid,"Bind TCP Stager with UUID Support (Linux x86)",,
payloads,payloads/stagers/linux/x86/bind_nonx_tcp,"Bind TCP Stager",,
payloads,payloads/stagers/linux/x86/bind_tcp,"Bind TCP Stager (Linux x86)",,
payloads,payloads/stagers/linux/x86/bind_ipv6_tcp_uuid,"Bind IPv6 TCP Stager with UUID Support (Linux x86)",,
payloads,payloads/stagers/linux/x86/reverse_ipv6_tcp,"Reverse TCP Stager (IPv6)",,
payloads,payloads/stagers/linux/armle/reverse_tcp,"Reverse TCP Stager",,
payloads,payloads/stagers/linux/armle/bind_tcp,"Bind TCP Stager",,
payloads,payloads/stagers/windows/x64/bind_named_pipe,"Windows x64 Bind Named Pipe Stager",,
payloads,payloads/stagers/windows/x64/reverse_tcp_uuid,"Reverse TCP Stager with UUID Support (Windows x64)",,
payloads,payloads/stagers/windows/x64/bind_ipv6_tcp,"Windows x64 IPv6 Bind TCP Stager",,
payloads,payloads/stagers/windows/x64/reverse_http,"Windows x64 Reverse HTTP Stager (wininet)",,
payloads,payloads/stagers/windows/x64/reverse_winhttp,"Windows x64 Reverse HTTP Stager (winhttp)",,
payloads,payloads/stagers/windows/x64/reverse_tcp,"Windows x64 Reverse TCP Stager",,
payloads,payloads/stagers/windows/x64/reverse_winhttps,"Windows x64 Reverse HTTPS Stager (winhttp)",,
payloads,payloads/stagers/windows/x64/bind_tcp_uuid,"Bind TCP Stager with UUID Support (Windows x64)",,
payloads,payloads/stagers/windows/x64/reverse_https,"Windows x64 Reverse HTTP Stager (wininet)",,
payloads,payloads/stagers/windows/x64/reverse_named_pipe,"Windows x64 Reverse Named Pipe (SMB) Stager",,
payloads,payloads/stagers/windows/x64/reverse_tcp_rc4,"Reverse TCP Stager (RC4 Stage Encryption, Metasm)",,
payloads,payloads/stagers/windows/x64/bind_tcp_rc4,"Bind TCP Stager (RC4 Stage Encryption, Metasm)",,
payloads,payloads/stagers/windows/x64/bind_tcp,"Windows x64 Bind TCP Stager",,
payloads,payloads/stagers/windows/x64/bind_ipv6_tcp_uuid,"Windows x64 IPv6 Bind TCP Stager with UUID Support",,
payloads,payloads/stages/php/meterpreter,"PHP Meterpreter",,
payloads,payloads/stages/multi/meterpreter,"Architecture-Independent Meterpreter Stage",,
payloads,payloads/stages/android/shell,"Command Shell",,
payloads,payloads/stages/android/meterpreter,"Android Meterpreter",,
payloads,payloads/stages/netware/shell,"NetWare Command Shell",,
payloads,payloads/stages/python/meterpreter,"Python Meterpreter",,
payloads,payloads/stages/java/shell,"Command Shell",,
payloads,payloads/stages/java/meterpreter,"Java Meterpreter",,
payloads,payloads/stages/windows/patchupdllinject,"patchupdllinject",,
payloads,payloads/stages/windows/peinject,"Windows Inject PE Files",,
payloads,payloads/stages/windows/shell,"Windows Command Shell",,
payloads,payloads/stages/windows/patchupmeterpreter,"Windows Meterpreter (skape/jt Injection)",,
payloads,payloads/stages/windows/upexec,"Windows Upload/Execute",,
payloads,payloads/stages/windows/meterpreter,"Windows Meterpreter (Reflective Injection)",,
payloads,payloads/stages/windows/dllinject,"dllinject",,
payloads,payloads/stages/windows/vncinject,"VNC Server (Reflective Injection)",,
payloads,payloads/stages/windows/custom,"Windows shellcode stage",,
payloads,payloads/stages/osx/aarch64/meterpreter,"OSX Meterpreter",,
payloads,payloads/stages/osx/x64/meterpreter,"OSX Meterpreter",,
payloads,payloads/stages/osx/x64/dupandexecve,"OS X dup2 Command Shell",,
payloads,payloads/stages/osx/x86/isight,"Mac OS X x86 iSight Photo Capture",,
payloads,payloads/stages/osx/x86/vforkshell,"OS X (vfork) Command Shell",,
payloads,payloads/stages/osx/x86/bundleinject,"bundleinject",,
payloads,payloads/stages/osx/armle/shell,"OS X Command Shell",,
payloads,payloads/stages/osx/armle/execute,"OS X Write and Execute Binary",,
payloads,payloads/stages/osx/ppc/shell,"OS X Command Shell",,
payloads,payloads/stages/bsdi/x86/shell,"BSDi Command Shell",,
payloads,payloads/stages/bsd/x86/shell,"BSD Command Shell",,
payloads,payloads/stages/linux/riscv32le/shell,"Linux dup2 Command Shell",,
payloads,payloads/stages/linux/aarch64/shell,"Linux dup2 Command Shell",,
payloads,payloads/stages/linux/aarch64/meterpreter,"Linux Meterpreter",,
payloads,payloads/stages/linux/riscv64le/shell,"Linux dup2 Command Shell",,
payloads,payloads/stages/linux/mipsle/shell,"Linux Command Shell",,
payloads,payloads/stages/linux/mipsle/meterpreter,"Linux Meterpreter",,
payloads,payloads/stages/linux/x64/shell,"Linux Command Shell",,
payloads,payloads/stages/linux/x64/meterpreter,"Linux Mettle x64",,
payloads,payloads/stages/linux/mipsbe/shell,"Linux Command Shell",,
payloads,payloads/stages/linux/mipsbe/meterpreter,"Linux Meterpreter",,
payloads,payloads/stages/linux/x86/shell,"Linux Command Shell",,
payloads,payloads/stages/linux/x86/meterpreter,"Linux Mettle x86",,
payloads,payloads/stages/linux/armle/shell,"Linux dup2 Command Shell",,
payloads,payloads/stages/linux/armle/meterpreter,"Linux Meterpreter",,
payloads,payloads/stages/windows/x64/peinject,"Windows Inject Reflective PE Files",,
payloads,payloads/stages/windows/x64/shell,"Windows x64 Command Shell",,
payloads,payloads/stages/windows/x64/meterpreter,"Windows Meterpreter (Reflective Injection x64)",,
payloads,payloads/stages/windows/x64/vncinject,"Windows x64 VNC Server (Reflective Injection)",,
payloads,payloads/stages/windows/x64/custom,"Windows shellcode stage",,
payloads,payloads/adapters/cmd/unix/python,"Python Exec",,
payloads,payloads/adapters/cmd/unix/php,"PHP Exec",,
payloads,payloads/adapters/cmd/windows/powershell,"Powershell Exec",,
payloads,payloads/adapters/cmd/windows/python,"Python Exec",,
payloads,payloads/adapters/cmd/linux/https/armle,"HTTPS Fetch",,
payloads,payloads/adapters/cmd/linux/https/ppc64,"HTTPS Fetch",,
payloads,payloads/adapters/cmd/linux/https/riscv64le,"HTTPS Fetch",,
payloads,payloads/adapters/cmd/linux/https/aarch64,"HTTPS Fetch",,
payloads,payloads/adapters/cmd/linux/https/x86,"HTTPS Fetch",,
payloads,payloads/adapters/cmd/linux/https/mips64,"HTTPS Fetch",,
payloads,payloads/adapters/cmd/linux/https/ppc,"HTTPS Fetch",,
payloads,payloads/adapters/cmd/linux/https/x64,"HTTPS Fetch",,
payloads,payloads/adapters/cmd/linux/https/riscv32le,"HTTPS Fetch",,
payloads,payloads/adapters/cmd/linux/https/mipsle,"HTTPS Fetch",,
payloads,payloads/adapters/cmd/linux/https/multi,"HTTPS Fetch",,
payloads,payloads/adapters/cmd/linux/https/armbe,"HTTPS Fetch",,
payloads,payloads/adapters/cmd/linux/https/mipsbe,"HTTPS Fetch",,
payloads,payloads/adapters/cmd/linux/ftp/armle,"FTP Fetch",,
payloads,payloads/adapters/cmd/linux/ftp/ppc64,"FTP Fetch",,
payloads,payloads/adapters/cmd/linux/ftp/riscv64le,"FTP Fetch",,
payloads,payloads/adapters/cmd/linux/ftp/aarch64,"FTP Fetch",,
payloads,payloads/adapters/cmd/linux/ftp/x86,"FTP Fetch",,
payloads,payloads/adapters/cmd/linux/ftp/mips64,"FTP Fetch",,
payloads,payloads/adapters/cmd/linux/ftp/ppc,"FTP Fetch",,
payloads,payloads/adapters/cmd/linux/ftp/x64,"FTP Fetch",,
payloads,payloads/adapters/cmd/linux/ftp/riscv32le,"FTP Fetch",,
payloads,payloads/adapters/cmd/linux/ftp/mipsle,"FTP Fetch",,
payloads,payloads/adapters/cmd/linux/ftp/armbe,"FTP Fetch",,
payloads,payloads/adapters/cmd/linux/ftp/mipsbe,"FTP Fetch",,
payloads,payloads/adapters/cmd/linux/tftp/armle,"TFTP Fetch",,
payloads,payloads/adapters/cmd/linux/tftp/ppc64,"TFTP Fetch",,
payloads,payloads/adapters/cmd/linux/tftp/riscv64le,"TFTP Fetch",,
payloads,payloads/adapters/cmd/linux/tftp/aarch64,"TFTP Fetch",,
payloads,payloads/adapters/cmd/linux/tftp/x86,"TFTP Fetch",,
payloads,payloads/adapters/cmd/linux/tftp/mips64,"TFTP Fetch",,
payloads,payloads/adapters/cmd/linux/tftp/ppc,"TFTP Fetch",,
payloads,payloads/adapters/cmd/linux/tftp/x64,"TFTP Fetch",,
payloads,payloads/adapters/cmd/linux/tftp/riscv32le,"TFTP Fetch",,
payloads,payloads/adapters/cmd/linux/tftp/mipsle,"TFTP Fetch",,
payloads,payloads/adapters/cmd/linux/tftp/armbe,"TFTP Fetch",,
payloads,payloads/adapters/cmd/linux/tftp/mipsbe,"TFTP Fetch",,
payloads,payloads/adapters/cmd/linux/http/armle,"HTTP Fetch",,
payloads,payloads/adapters/cmd/linux/http/ppc64,"HTTP Fetch",,
payloads,payloads/adapters/cmd/linux/http/riscv64le,"HTTP Fetch",,
payloads,payloads/adapters/cmd/linux/http/aarch64,"HTTP Fetch",,
payloads,payloads/adapters/cmd/linux/http/x86,"HTTP Fetch",,
payloads,payloads/adapters/cmd/linux/http/mips64,"HTTP Fetch",,
payloads,payloads/adapters/cmd/linux/http/ppc,"HTTP Fetch",,
payloads,payloads/adapters/cmd/linux/http/x64,"HTTP Fetch",,
payloads,payloads/adapters/cmd/linux/http/riscv32le,"HTTP Fetch",,
payloads,payloads/adapters/cmd/linux/http/mipsle,"HTTP Fetch",,
payloads,payloads/adapters/cmd/linux/http/multi,"HTTP Fetch",,
payloads,payloads/adapters/cmd/linux/http/armbe,"HTTP Fetch",,
payloads,payloads/adapters/cmd/linux/http/mipsbe,"HTTP Fetch",,
payloads,payloads/adapters/cmd/windows/https/x86,"HTTPS Fetch",,
payloads,payloads/adapters/cmd/windows/https/x64,"HTTPS Fetch",,
payloads,payloads/adapters/cmd/windows/ftp/x86,"FTP Fetch",,
payloads,payloads/adapters/cmd/windows/ftp/x64,"FTP Fetch",,
payloads,payloads/adapters/cmd/windows/powershell/x64,"Powershell Exec",,
payloads,payloads/adapters/cmd/windows/tftp/x64,"TFTP Fetch",,
payloads,payloads/adapters/cmd/windows/http/x86,"HTTP Fetch",,
payloads,payloads/adapters/cmd/windows/http/x64,"HTTP Fetch",,
payloads,payloads/adapters/cmd/windows/smb/x64,"SMB Fetch",,
payloads,payloads/adapters/php/unix/cmd,"OS Command Exec",,
payloads,payloads/singles/r/shell_reverse_tcp,"R Command Shell, Reverse TCP",,
payloads,payloads/singles/r/shell_bind_tcp,"R Command Shell, Bind TCP",,
payloads,payloads/singles/mainframe/shell_reverse_tcp,"Z/OS (MVS) Command Shell, Reverse TCP Inline",,
payloads,payloads/singles/php/meterpreter_reverse_tcp,"PHP Meterpreter, Reverse TCP Inline",,
payloads,payloads/singles/php/shell_findsock,"PHP Command Shell, Find Sock",,
payloads,payloads/singles/php/reverse_php,"PHP Command Shell, Reverse TCP (via PHP)",,
payloads,payloads/singles/php/exec,"PHP Execute Command ",,
payloads,payloads/singles/php/bind_php,"PHP Command Shell, Bind TCP (via PHP)",,
payloads,payloads/singles/php/download_exec,"PHP Executable Download and Execute",,
payloads,payloads/singles/php/bind_php_ipv6,"PHP Command Shell, Bind TCP (via php) IPv6",,
payloads,payloads/singles/generic/shell_reverse_tcp,"Generic Command Shell, Reverse TCP Inline",,
payloads,payloads/singles/generic/debug_trap,"Generic x86 Debug Trap",,
payloads,payloads/singles/generic/shell_bind_tcp,"Generic Command Shell, Bind TCP Inline",,
payloads,payloads/singles/generic/tight_loop,"Generic x86 Tight Loop",,
payloads,payloads/singles/generic/shell_bind_aws_ssm,"Command Shell, Bind SSM (via AWS API)",,
payloads,payloads/singles/generic/custom,"Custom Payload",,
payloads,payloads/singles/android/meterpreter_reverse_tcp,"Android Meterpreter Shell, Reverse TCP Inline",,
payloads,payloads/singles/android/meterpreter_reverse_http,"Android Meterpreter Shell, Reverse HTTP Inline",,
payloads,payloads/singles/android/meterpreter_reverse_https,"Android Meterpreter Shell, Reverse HTTPS Inline",,
payloads,payloads/singles/nodejs/shell_reverse_tcp,"Command Shell, Reverse TCP (via nodejs)",,
payloads,payloads/singles/nodejs/shell_bind_tcp,"Command Shell, Bind TCP (via nodejs)",,
payloads,payloads/singles/nodejs/shell_reverse_tcp_ssl,"Command Shell, Reverse TCP SSL (via nodejs)",,
payloads,payloads/singles/ruby/shell_reverse_tcp,"Ruby Command Shell, Reverse TCP",,
payloads,payloads/singles/ruby/pingback_bind_tcp,"Ruby Pingback, Bind TCP",,
payloads,payloads/singles/ruby/shell_bind_tcp,"Ruby Command Shell, Bind TCP",,
payloads,payloads/singles/ruby/pingback_reverse_tcp,"Ruby Pingback, Reverse TCP",,
payloads,payloads/singles/ruby/shell_reverse_tcp_ssl,"Ruby Command Shell, Reverse TCP SSL",,
payloads,payloads/singles/ruby/shell_bind_tcp_ipv6,"Ruby Command Shell, Bind TCP IPv6",,
payloads,payloads/singles/python/meterpreter_bind_tcp,"Python Meterpreter Shell, Bind TCP Inline",,
payloads,payloads/singles/python/shell_reverse_tcp,"Command Shell, Reverse TCP (via python)",,
payloads,payloads/singles/python/pingback_bind_tcp,"Python Pingback, Bind TCP (via python)",,
payloads,payloads/singles/python/meterpreter_reverse_tcp,"Python Meterpreter Shell, Reverse TCP Inline",,
payloads,payloads/singles/python/shell_bind_tcp,"Command Shell, Bind TCP (via python)",,
payloads,payloads/singles/python/pingback_reverse_tcp,"Python Pingback, Reverse TCP (via python)",,
payloads,payloads/singles/python/shell_reverse_tcp_ssl,"Command Shell, Reverse TCP SSL (via python)",,
payloads,payloads/singles/python/exec,"Python Execute Command",,
payloads,payloads/singles/python/meterpreter_reverse_http,"Python Meterpreter Shell, Reverse HTTP Inline",,
payloads,payloads/singles/python/shell_reverse_sctp,"Command Shell, Reverse SCTP (via python)",,
payloads,payloads/singles/python/meterpreter_reverse_https,"Python Meterpreter Shell, Reverse HTTPS Inline",,
payloads,payloads/singles/python/shell_reverse_udp,"Command Shell, Reverse UDP (via python)",,
payloads,payloads/singles/firefox/shell_reverse_tcp,"Command Shell, Reverse TCP (via Firefox XPCOM script)",,
payloads,payloads/singles/firefox/shell_bind_tcp,"Command Shell, Bind TCP (via Firefox XPCOM script)",,
payloads,payloads/singles/firefox/exec,"Firefox XPCOM Execute Command",,
payloads,payloads/singles/java/shell_reverse_tcp,"Java Command Shell, Reverse TCP Inline",,
payloads,payloads/singles/java/jsp_shell_bind_tcp,"Java JSP Command Shell, Bind TCP Inline",,
payloads,payloads/singles/java/jsp_shell_reverse_tcp,"Java JSP Command Shell, Reverse TCP Inline",,
payloads,payloads/singles/windows/loadlibrary,"loadlibrary",,
payloads,payloads/singles/windows/meterpreter_bind_tcp,"Windows Meterpreter Shell, Bind TCP Inline",,
payloads,payloads/singles/windows/speak_pwned,"Windows Speech API - Say 'You Got Pwned!'",,
payloads,payloads/singles/windows/shell_reverse_tcp,"Windows Command Shell, Reverse TCP Inline",,
payloads,payloads/singles/windows/pingback_bind_tcp,"Windows x86 Pingback, Bind TCP Inline",,
payloads,payloads/singles/windows/meterpreter_reverse_tcp,"Windows Meterpreter Shell, Reverse TCP Inline",,
payloads,payloads/singles/windows/shell_bind_tcp,"Windows Command Shell, Bind TCP Inline",,
payloads,payloads/singles/windows/metsvc_reverse_tcp,"Windows Meterpreter Service, Reverse TCP Inline",,
payloads,payloads/singles/windows/pingback_reverse_tcp,"Windows x86 Pingback, Reverse TCP Inline",,
payloads,payloads/singles/windows/powershell_reverse_tcp_ssl,"Windows Interactive Powershell Session, Reverse TCP SSL",,
payloads,payloads/singles/windows/shell_bind_tcp_xpfw,"Windows Disable Windows ICF, Command Shell, Bind TCP Inline",,
payloads,payloads/singles/windows/format_all_drives,"Windows Drive Formatter",manual,
payloads,payloads/singles/windows/exec,"exec",,
payloads,payloads/singles/windows/download_exec,"Windows Executable Download (http,https,ftp) and Execute",,
payloads,payloads/singles/windows/powershell_bind_tcp,"Windows Interactive Powershell Session, Bind TCP",,
payloads,payloads/singles/windows/meterpreter_reverse_http,"Windows Meterpreter Shell, Reverse HTTP Inline",,
payloads,payloads/singles/windows/shell_hidden_bind_tcp,"Windows Command Shell, Hidden Bind TCP Inline",,
payloads,payloads/singles/windows/messagebox,"Windows MessageBox",,
payloads,payloads/singles/windows/powershell_reverse_tcp,"Windows Interactive Powershell Session, Reverse TCP",,
payloads,payloads/singles/windows/meterpreter_reverse_ipv6_tcp,"Windows Meterpreter Shell, Reverse TCP Inline (IPv6)",,
payloads,payloads/singles/windows/meterpreter_reverse_https,"Windows Meterpreter Shell, Reverse HTTPS Inline",,
payloads,payloads/singles/windows/meterpreter_bind_named_pipe,"Windows Meterpreter Shell, Bind Named Pipe Inline",,
payloads,payloads/singles/windows/dns_txt_query_exec,"DNS TXT Record Payload Download and Execution",,
payloads,payloads/singles/windows/adduser,"Windows Execute net user /ADD",,
payloads,payloads/singles/windows/metsvc_bind_tcp,"Windows Meterpreter Service, Bind TCP",,
payloads,payloads/singles/cmd/mainframe/apf_privesc_jcl,"JCL to Escalate Privileges",,
payloads,payloads/singles/cmd/mainframe/bind_shell_jcl,"Z/OS (MVS) Command Shell, Bind TCP",,
payloads,payloads/singles/cmd/mainframe/reverse_shell_jcl,"Z/OS (MVS) Command Shell, Reverse TCP",,
payloads,payloads/singles/cmd/mainframe/generic_jcl,"Generic JCL Test for Mainframe Exploits",,
payloads,payloads/singles/cmd/unix/reverse_perl,"Unix Command Shell, Reverse TCP (via Perl)",,
payloads,payloads/singles/cmd/unix/reverse_ksh,"Unix Command Shell, Reverse TCP (via Ksh)",,
payloads,payloads/singles/cmd/unix/reverse_r,"Unix Command Shell, Reverse TCP (via R)",,
payloads,payloads/singles/cmd/unix/bind_netcat,"Unix Command Shell, Bind TCP (via netcat)",,
payloads,payloads/singles/cmd/unix/generic,"Unix Command, Generic Command Execution",,
payloads,payloads/singles/cmd/unix/bind_socat_tcp,"Unix Command Shell, Bind TCP (via socat)",,CVE-2026-0826
payloads,payloads/singles/cmd/unix/bind_inetd,"Unix Command Shell, Bind TCP (inetd)",,
payloads,payloads/singles/cmd/unix/bind_ruby,"Unix Command Shell, Bind TCP (via Ruby)",,
payloads,payloads/singles/cmd/unix/bind_lua,"Unix Command Shell, Bind TCP (via Lua)",,
payloads,payloads/singles/cmd/unix/bind_socat_udp,"Unix Command Shell, Bind UDP (via socat)",,
payloads,payloads/singles/cmd/unix/reverse_netcat_gaping,"Unix Command Shell, Reverse TCP (via netcat -e)",,
payloads,payloads/singles/cmd/unix/bind_awk,"Unix Command Shell, Bind TCP (via AWK)",,
payloads,payloads/singles/cmd/unix/bind_perl_ipv6,"Unix Command Shell, Bind TCP (via perl) IPv6",,
payloads,payloads/singles/cmd/unix/reverse_nodejs,"Unix Command Shell, Reverse TCP (via nodejs)",,
payloads,payloads/singles/cmd/unix/bind_aws_instance_connect,"Unix SSH Shell, Bind Instance Connect (via AWS API)",,
payloads,payloads/singles/cmd/unix/reverse_ruby,"Unix Command Shell, Reverse TCP (via Ruby)",,
payloads,payloads/singles/cmd/unix/interact,"Unix Command, Interact with Established Connection",,
payloads,payloads/singles/cmd/unix/bind_netcat_gaping_ipv6,"Unix Command Shell, Bind TCP (via netcat -e) IPv6",,
payloads,payloads/singles/cmd/unix/bind_ruby_ipv6,"Unix Command Shell, Bind TCP (via Ruby) IPv6",,
payloads,payloads/singles/cmd/unix/reverse_bash_telnet_ssl,"Unix Command Shell, Reverse TCP SSL (telnet)",,
payloads,payloads/singles/cmd/unix/reverse_socat_tcp,"Unix Command Shell, Reverse TCP (via socat)",,
payloads,payloads/singles/cmd/unix/reverse_ncat_ssl,"Unix Command Shell, Reverse TCP (via ncat)",,
payloads,payloads/singles/cmd/unix/reverse_ssh,"Unix Command Shell, Reverse TCP SSH",,
payloads,payloads/singles/cmd/unix/bind_socat_sctp,"Unix Command Shell, Bind SCTP (via socat)",,
payloads,payloads/singles/cmd/unix/reverse_perl_ssl,"Unix Command Shell, Reverse TCP SSL (via perl)",,
payloads,payloads/singles/cmd/unix/reverse_socat_udp,"Unix Command Shell, Reverse UDP (via socat)",,
payloads,payloads/singles/cmd/unix/reverse_socat_sctp,"Unix Command Shell, Reverse SCTP (via socat)",,
payloads,payloads/singles/cmd/unix/bind_zsh,"Unix Command Shell, Bind TCP (via Zsh)",,
payloads,payloads/singles/cmd/unix/reverse_lua,"Unix Command Shell, Reverse TCP (via Lua)",,
payloads,payloads/singles/cmd/unix/reverse_ruby_ssl,"Unix Command Shell, Reverse TCP SSL (via Ruby)",,
payloads,payloads/singles/cmd/unix/bind_perl,"Unix Command Shell, Bind TCP (via Perl)",,
payloads,payloads/singles/cmd/unix/reverse_zsh,"Unix Command Shell, Reverse TCP (via Zsh)",,
payloads,payloads/singles/cmd/unix/bind_r,"Unix Command Shell, Bind TCP (via R)",,
payloads,payloads/singles/cmd/unix/reverse_ssl_double_telnet,"Unix Command Shell, Double Reverse TCP SSL (telnet)",,
payloads,payloads/singles/cmd/unix/reverse_python,"Unix Command Shell, Reverse TCP (via Python)",,
payloads,payloads/singles/cmd/unix/reverse_stub,"Unix Command Shell, Reverse TCP (stub)",,
payloads,payloads/singles/cmd/unix/reverse_python_ssl,"Unix Command Shell, Reverse TCP SSL (via python)",,
payloads,payloads/singles/cmd/unix/pingback_bind,"Unix Command Shell, Pingback Bind TCP (via netcat)",,
payloads,payloads/singles/cmd/unix/reverse_php_ssl,"Unix Command Shell, Reverse TCP SSL (via php)",,
payloads,payloads/singles/cmd/unix/reverse_awk,"Unix Command Shell, Reverse TCP (via AWK)",,
payloads,payloads/singles/cmd/unix/pingback_reverse,"Unix Command Shell, Pingback Reverse TCP (via netcat)",,
payloads,payloads/singles/cmd/unix/reverse_openssl,"Unix Command Shell, Double Reverse TCP SSL (openssl)",,
payloads,payloads/singles/cmd/unix/reverse_tclsh,"Unix Command Shell, Reverse TCP (via Tclsh)",,
payloads,payloads/singles/cmd/unix/bind_stub,"Unix Command Shell, Bind TCP (stub)",,
payloads,payloads/singles/cmd/unix/bind_netcat_gaping,"Unix Command Shell, Bind TCP (via netcat -e)",,
payloads,payloads/singles/cmd/unix/reverse_bash_udp,"Unix Command Shell, Reverse UDP (/dev/udp)",,
payloads,payloads/singles/cmd/unix/reverse_netcat,"Unix Command Shell, Reverse TCP (via netcat)",,
payloads,payloads/singles/cmd/unix/bind_jjs,"Unix Command Shell, Bind TCP (via jjs)",,
payloads,payloads/singles/cmd/unix/bind_nodejs,"Unix Command Shell, Bind TCP (via nodejs)",,
payloads,payloads/singles/cmd/unix/reverse_bash,"Unix Command Shell, Reverse TCP (/dev/tcp)",,
payloads,payloads/singles/cmd/unix/reverse,"Unix Command Shell, Double Reverse TCP (telnet)",,
payloads,payloads/singles/cmd/unix/reverse_jjs,"Unix Command Shell, Reverse TCP (via jjs)",,
payloads,payloads/singles/cmd/unix/adduser,"Add user with useradd",,
payloads,payloads/singles/cmd/unix/bind_busybox_telnetd,"Unix Command Shell, Bind TCP (via BusyBox telnetd)",,
payloads,payloads/singles/cmd/windows/reverse_powershell,"Windows Command Shell, Reverse TCP (via Powershell)",,
payloads,payloads/singles/cmd/windows/reverse_perl,"Windows Command, Double Reverse TCP Connection (via Perl)",,
payloads,payloads/singles/cmd/windows/generic,"Windows Command, Generic Command Execution",,
payloads,payloads/singles/cmd/windows/bind_ruby,"Windows Command Shell, Bind TCP (via Ruby)",,
payloads,payloads/singles/cmd/windows/bind_lua,"Windows Command Shell, Bind TCP (via Lua)",,
payloads,payloads/singles/cmd/windows/bind_perl_ipv6,"Windows Command Shell, Bind TCP (via perl) IPv6",,
payloads,payloads/singles/cmd/windows/powershell_reverse_tcp_ssl,"Windows Interactive Powershell Session, Reverse TCP SSL",,
payloads,payloads/singles/cmd/windows/reverse_ruby,"Windows Command Shell, Reverse TCP (via Ruby)",,
payloads,payloads/singles/cmd/windows/download_exec_vbs,"Windows Executable Download and Execute (via .vbs)",,
payloads,payloads/singles/cmd/windows/jjs_reverse_tcp,"Windows Shell, Reverse TCP (via jjs)",,
payloads,payloads/singles/cmd/windows/reverse_lua,"Windows Command Shell, Reverse TCP (via Lua)",,
payloads,payloads/singles/cmd/windows/powershell_bind_tcp,"Windows Interactive Powershell Session, Bind TCP",,
payloads,payloads/singles/cmd/windows/download_eval_vbs,"Windows Executable Download and Evaluate VBS",,
payloads,payloads/singles/cmd/windows/bind_perl,"Windows Command Shell, Bind TCP (via Perl)",,
payloads,payloads/singles/cmd/windows/powershell_reverse_tcp,"Windows Interactive Powershell Session, Reverse TCP",,
payloads,payloads/singles/cmd/windows/adduser,"Windows Execute net user /ADD CMD",,
payloads,payloads/singles/generic/ssh/interact,"Interact with Established SSH Connection",,
payloads,payloads/singles/solaris/x86/shell_reverse_tcp,"Solaris Command Shell, Reverse TCP Inline",,
payloads,payloads/singles/solaris/x86/shell_find_port,"Solaris Command Shell, Find Port Inline",,
payloads,payloads/singles/solaris/x86/shell_bind_tcp,"Solaris Command Shell, Bind TCP Inline",,
payloads,payloads/singles/solaris/sparc/shell_reverse_tcp,"Solaris Command Shell, Reverse TCP Inline",,
payloads,payloads/singles/solaris/sparc/shell_find_port,"Solaris Command Shell, Find Port Inline",,
payloads,payloads/singles/solaris/sparc/shell_bind_tcp,"Solaris Command Shell, Bind TCP Inline",,
payloads,payloads/singles/tty/unix/interact,"Unix TTY, Interact with Established Connection",,
payloads,payloads/singles/osx/aarch64/shell_reverse_tcp,"OSX aarch64 Shell Reverse TCP",,
payloads,payloads/singles/osx/aarch64/meterpreter_reverse_tcp,"OSX Meterpreter, Reverse TCP Inline",,
payloads,payloads/singles/osx/aarch64/shell_bind_tcp,"OS X x64 Shell Bind TCP",,
payloads,payloads/singles/osx/aarch64/exec,"OSX aarch64 Execute Command",,
payloads,payloads/singles/osx/aarch64/meterpreter_reverse_http,"OSX Meterpreter, Reverse HTTP Inline",,
